timestamp,estado
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
2025-06-19 11:19:07.809103+00:00,0
